ts_iso,ts_epoch,temp_engine,rpm,mileage_since_service,fuel_efficiency,oil_age_days,coolant_age_days,oil_score,coolant_score,service_score,coolant_bonus,service_bonus,coolant_score_total,service_score_total
2026-05-22 08:00:00,1779411600.0,82.21474450670934,1963.1544002947599,3000.0981577200146,14.723982617720218,20.011111111111113,200.01666666666668,17.674308646177447,54.99999999999999,17.504687899270863,0.0,0.0,54.99999999999999,17.504687899270863
2026-05-22 08:10:00,1779412200.0,84.26288626588934,2642.0202089272407,3000.2302587304607,14.076154927111903,20.022222222222226,200.03333333333336,17.6809937158058,55.0,54.99999999999999,0.0,0.0,55.0,54.99999999999999
2026-05-22 08:20:00,1779412800.0,86.15807910852895,3305.457180896264,3000.3955315895055,13.038317037682077,20.03333333333334,200.05000000000004,17.689356758866698,55.000000000000014,55.000000000000014,6.572224336366002,8.904997434976785,61.57222433636602,63.9049974349768
2026-05-22 08:30:00,1779413400.0,88.52168761097506,3739.7981148113295,3000.582521495246,12.371561071953646,20.04444444444445,200.06666666666672,17.698817760670572,55.000000000000014,55.00000000000001,6.9386740518122325,8.866072043725808,61.93867405181225,63.866072043725815
2026-05-22 08:40:00,1779414000.0,90.95738510134447,4087.330719680628,3000.78688803123,11.83881278559749,20.055555555555564,200.0833333333334,25.06302145396152,60.6954529618441,57.77352452256093,7.248027511451979,8.607302768661803,67.94348047329608,66.38082729122274
2026-05-22 08:50:00,1779414600.0,93.44763831059728,4398.702520697321,3001.0068231572645,11.244869176619313,20.066666666666677,200.10000000000008,34.44443566831461,67.10778941655373,66.22983239803271,7.4868165741191826,8.462332019588379,74.59460599067292,74.69216441762109
2026-05-22 09:00:00,1779415200.0,95.56016248670898,4616.867040270356,3001.237666509278,10.932458748977837,20.07777777777779,200.11666666666676,32.106528188637704,62.632060810453694,68.15366935797299,7.524412383598844,8.104265086870114,70.15647319405254,76.2579344448431
2026-05-22 09:10:00,1779415800.0,97.8135685576018,4697.289799119236,3001.472530999234,10.348914947972714,20.088888888888903,200.13333333333344,30.246036480068376,61.1687021714806,68.50525056333798,7.538989069719023,7.916879173625173,68.70769124119963,76.42212973696316
2026-05-22 09:20:00,1779416400.0,99.67749471587584,4710.970029671469,3001.7080795007178,10.16986514478882,20.100000000000016,200.15000000000012,29.888578682362045,60.93267884327447,68.26428457064135,7.457398064876981,3.7286990324384903,68.39007690815146,71.99298360307984
2026-05-22 09:30:00,1779417000.0,101.66418861404348,4607.766471605558,3001.938467824298,10.415183120991939,20.11111111111113,200.1666666666668,32.29887665733463,61.54743248686805,67.10168403224883,7.370310731267335,3.6851553656336673,68.91774321813539,70.78683939788249
